"ID","Position","Name_of_Org","Date_Start","Date_End","ID_PK","Date_Start_Change","Date_End_Change"
"12251","Countsor","American cancer society ","07/27/12 00:00:00",,"10289",,
"12261","Coach","North Of the River ","05/13/12 00:00:00","10/13/12 00:00:00","10290",,
"12264","Debater ","JSA ","11/10/12 00:00:00",,"10291",,
"12265","Youth","Boy Scouts of America","09/06/05 00:00:00",,"10292",,
"12264","Captain ","Cheer","05/04/10 00:00:00",,"10293",,
"12265","Member","Technical Students Association","09/27/11 00:00:00","05/22/12 00:00:00","10294",,
"11857","Assistant Coach","Upward Sports","03/03/13 00:00:00",,"10295",,
"12266","Graduated student","Hunters Ed","12/01/12 00:00:00","12/02/12 00:00:00","10296",,
"12203","Wrestler","Timberlake Wrestling","11/01/10 00:00:00",,"10297","Month-Only",
"12203","Runner","Timberlake Track","03/01/11 00:00:00",,"10298","Month-Only",
"12220","Player","Softball","03/20/03 00:00:00",,"10299",,
"12274","Member","4-H","01/01/05 00:00:00",,"10300",,
"12273","JV","Timberlake Cross Country","01/01/11 00:00:00",,"10301","Year-Only",
"12273","Third Baseman & Outfielder","Little League Baseball","01/01/99 00:00:00","01/01/08 00:00:00","10302","Year-Only","Year-Only"
"12273","Third Baseman & Outfielder","Timberlake Junior High School Junior League Baseba","01/01/08 00:00:00","01/01/10 00:00:00","10303","Year-Only","Year-Only"
"12273","Third Baseman & Outfielder","Timberlake High School JV Baseball","01/01/10 00:00:00","01/01/12 00:00:00","10304","Year-Only","Year-Only"
"12273","Outfielder","Timberlake High School Varsity Baseball","01/01/12 00:00:00",,"10305","Year-Only",
"12255","Right field","Softball","04/10/09 00:00:00",,"10306",,
"12255","Striker","Soccer","04/02/05 00:00:00",,"10307",,
"12277","Right side attacker ","Volleyball","09/10/07 00:00:00",,"10308",,
"12277","Post ","Basketball ","11/06/07 00:00:00","02/08/08 00:00:00","10309",,
"12277","Jumper, sprinter ","Track ","03/08/07 00:00:00",,"10310",,
"12277","Fire station ","Fill the boot ","09/12/07 00:00:00",,"10311",,
"11196","Skater ","Hammer City Skaters","06/21/10 00:00:00",,"8659",,
"11184","Centerfield","Baseball Team.","06/10/04 00:00:00",,"8660",,
"11185","Pitcher","Varisity Baseball","11/04/12 00:00:00",,"8661",,
"11200","Member","Mangham Baptist Youth Group","04/17/10 00:00:00",,"8662",,
"11195","Member","4H","09/16/11 00:00:00","01/01/12 00:00:00","8663",,"Year-Only"
"11188","Member","Beta Club","11/05/12 00:00:00",,"8664",,
"11205","Mmember","River of Life Youth Group","05/08/09 00:00:00",,"8665",,
"11211","Member","New Zion Youth Group","06/14/12 00:00:00",,"8666",,
"11210","Member","Beouf Praire Methodist Youth Group","01/10/07 00:00:00",,"8668",,
"11183","Memeber","Oa Grove  Babtist Church Youth on Mission","08/01/12 00:00:00","12/24/12 00:00:00","8669",,
"11204","Middle Line Backer","Football Team","08/19/10 00:00:00",,"8670",,
"11193","Member","Beta Club","11/03/12 00:00:00",,"8671",,
"11209","Center","Varisty basketball","08/06/12 00:00:00","01/04/13 00:00:00","8672",,
"11194","Pitcher","Versity baseball","09/09/12 00:00:00",,"8673",,
"11212","Tutor","Rio Rancho Cyber Academy","08/01/11 00:00:00",,"8674","Month-Only",
"11215","Member","ARRL","05/31/12 00:00:00",,"8675",,
"11224","President","Rio Rancho Cyber Academy Ham Radio Club","05/22/12 00:00:00",,"8677",,
"11226","Member","Football","08/01/05 00:00:00",,"8678","Month-Only",
"11228","Volunteer","Special Needs Recreation","11/19/11 00:00:00",,"8679",,
"11228","Member","Girl Scout","10/01/07 00:00:00",,"8680",,
"11230","Member","Wrestling ","11/01/12 00:00:00",,"8681","Month-Only",
"11232","Member","Idaho drug free youth","09/23/09 00:00:00","06/11/11 00:00:00","8682",,
"11233","Running Back","Timberlake Football Team","09/01/11 00:00:00",,"8683",,
"11235","Running Back/ Corner Back","Timberlake Football Team","06/03/10 00:00:00",,"8684",,
"11235","Pitcher, Catcher, Second Base, Third Base, Short S","Timberlake Baseball Team","03/22/11 00:00:00",,"8685",,
"11235","152 Pound Varsity Wrestler","Timberlake Wrestling Team","11/18/11 00:00:00","03/02/12 00:00:00","8686",,
"11235","Outfielder","Pend Oreille Valley River Cats","05/20/12 00:00:00",,"8687",,
"11235","Outfielder, Bullpen Catcher","Bayview Whitecaps","02/10/10 00:00:00","07/11/11 00:00:00","8688",,
"11239","Catcher","Timberlake Baseball Team","03/01/12 00:00:00",,"8689",,
"11239","Safety/Wide Reciever","Timberlake Football team","08/10/12 00:00:00",,"8690",,
"11126","Striker","RRHS Varsity Soccer","08/15/12 00:00:00","11/08/12 00:00:00","8691",,
"11126","Member","St. Mary of the Pines Youth Group","07/12/09 00:00:00","06/24/12 00:00:00","8692",,
"11246","Leader","Leader ship ","08/25/10 00:00:00","05/25/11 00:00:00","8693",,
"11246","Food Pantry","Volunteer","06/04/11 00:00:00",,"8694",,
"11246","Leader (2nd degree Red Balt)","Martial arts","08/15/00 00:00:00","10/19/11 00:00:00","8695",,
"11247","-","None","01/01/12 00:00:00","01/01/12 00:00:00","8696","Year-Only","Year-Only"
"11244","Member","Youth Leadership Sandoval County","09/03/11 00:00:00","04/02/12 00:00:00","8697",,
"11241","Member","Future Business Leaders","05/18/09 00:00:00",,"8699",,
"11250","Hockey player","Clevland Ice Hockey","09/12/09 00:00:00",,"8700",,
"11242","Member","Sandoval County Youth Leadership","08/01/11 00:00:00","05/01/12 00:00:00","8701","Month-Only","Month-Only"
"11255","Member","Future Business Leaders of America","08/01/11 00:00:00","05/01/12 00:00:00","8702",,
"11255","Secretary","Youth Rodeo Organization","01/02/12 00:00:00",,"8703",,
"11254","Member","First Night Spokane","12/31/09 00:00:00","01/01/10 00:00:00","8704",,
"11254","Member","First Night Spokane","12/31/10 00:00:00","01/01/11 00:00:00","8705",,
"11254","Member","First Night Spokane","12/31/11 00:00:00","01/01/12 00:00:00","8706",,
"11274","Baby Sitter","Caregiver","01/10/10 00:00:00",,"8707",,
"11276","Runner","Timberlake Cross Country and Track and Field Team","08/06/11 00:00:00",,"8708",,
"11276","Point guard","Timberlake Basketball Team","11/02/11 00:00:00",,"8709",,
"11275","Member","4-H","01/07/11 00:00:00",,"8712",,
"11275","Senior Non-Commissioned Officer","Young Marines","09/26/09 00:00:00",,"8713",,
"11325","Media Historian ","Timberlake Leadership","09/17/12 00:00:00",,"8763",,
"11325","Member ","IDFY","10/16/12 00:00:00",,"8764",,
"11325","Member","FCCLA","09/13/12 00:00:00",,"8765",,
"11279","Student Athlete","Timberlake High School Basketball Team","11/01/10 00:00:00",,"8715","Month-Only",
"11279","Student Athlete","Timberlake High School Track Team","03/01/11 00:00:00",,"8716","Month-Only",
"11279","Contestant","Business Professionals of America","12/01/11 00:00:00","12/21/13 00:00:00","8717","Month-Only",
"11280","Member ","JROTC Community Service ","08/27/12 00:00:00",,"8718",,
"11272","Member ","4-H","01/01/00 00:00:00",,"8719",,
"11281","Lead shooter","Sandpoint Riffle Range","03/23/10 00:00:00",,"8720",,
"10698","Member","Junior Statesmen of America","09/10/10 00:00:00",,"8721",,
"11227","Member","Mountain Gem 4-H Club","11/01/04 00:00:00",,"8722","Month-Only",
"11227","Volleyball Player","Timberlake High School","08/01/12 00:00:00","10/01/12 00:00:00","8723","Month-Only","Month-Only"
"11227","Basketball player","Timberlake High School","10/01/12 00:00:00",,"8724","Month-Only",
"11288","Vice President","Club P.E.A.C.E.","09/06/10 00:00:00",,"8725",,
"11288","Member","IDFY,(Idaho Drug Free Youth)","09/01/08 00:00:00",,"8726","Month-Only",
"11288","Member","Drama Club","09/01/10 00:00:00","06/07/12 00:00:00","8727","Month-Only",
"11285","Venture Leader","Boy Scouts of America","08/17/08 00:00:00","11/27/12 00:00:00","8728",,
"11285","Master Debator","JSA","11/14/11 00:00:00",,"8729",,
"11285","Memeber","Club Peace","10/08/11 00:00:00",,"8730",,
"11285","Member","Drama Club","12/18/11 00:00:00",,"8731",,
"11285","Librarian ","Timberlake High School Band","09/09/12 00:00:00",,"8732",,
"11234","Vice President","4-H","01/26/06 00:00:00",,"8733",,
"11290","Member","Kroc center","08/10/12 00:00:00",,"8734",,
"11293","Vice Dictator","Future world of Jeremy","05/01/09 00:00:00",,"8735",,
"11298","Masterdebater ","JSA","01/01/12 00:00:00","01/01/12 00:00:00","8736","Year-Only","Year-Only"
"11291","Softball player ","Timberlake High School Sports ","02/09/11 00:00:00",,"8737",,
"11301","Chapter President","Junior Statesman of America","01/01/12 00:00:00",,"8738",,
"11301","Band President","Timberlake Music Department","09/03/12 00:00:00",,"8739",,
"11294","Bartender","Rehabilitating AA victims","01/01/00 00:00:00",,"8740",,
"11305","Member","FCCLA ","09/27/12 00:00:00",,"8741",,
"11305","Media Historian ","Timberlake Leadership ","09/24/12 00:00:00",,"8742",,
"11305","Member","IDFY","10/22/12 00:00:00",,"8743",,
"11307","Graphic Designer","DC Designs","09/06/12 00:00:00",,"8744",,
"11315","Grinder","Industrial Mech.","01/10/10 00:00:00",,"8745",,
"11317","Baby Sitter","Baby Sitting","08/01/10 00:00:00",,"8746",,
"11306","Member","4-H Horse Club","07/10/10 00:00:00","09/24/10 00:00:00","8747",,
"11306","Member","4-H Watercolor","10/20/11 00:00:00","12/30/11 00:00:00","8748",,
"11316","Volunteer","Humanes Society","10/27/12 00:00:00","10/27/12 00:00:00","8749",,
"11299","Student","North Idaho School of Dog Obedience","10/30/12 00:00:00","12/04/12 00:00:00","8750",,
"11299","Member","Club Timberlake Volleyball","11/14/12 00:00:00",,"8751",,
"11297","Member","FCCLA","10/10/12 00:00:00",,"8752",,
"11297","Althete","Cross country","08/10/12 00:00:00","11/02/12 00:00:00","8753",,
"11297","Contestant","BPA","11/29/12 00:00:00","12/16/12 00:00:00","8754",,
"11297","Athlete","Softball Timberlake High School","02/02/12 00:00:00","04/16/12 00:00:00","8755",,
"11322","Country boy","Country boys united","01/01/00 00:00:00",,"8756",,
"11321","Assistant bartender","Rehabilitating AA victims","01/17/09 00:00:00",,"8757",,
"11292","Wrestler","TLHS Wrestling","11/18/10 00:00:00",,"8758",,
"11300","Wide Reciever","Football Team","08/09/12 00:00:00","11/09/15 00:00:00","8759",,
"11300","Wrestler","Wrestling Team","11/08/12 00:00:00","02/07/15 00:00:00","8760",,
"11324","RC CAR TESTER","HOME","06/07/00 00:00:00",,"8761",,
"11313","Cashear","Safeway","04/23/12 00:00:00","09/26/12 00:00:00","8762",,
"11325","Middle frount","Volleyball ","08/09/12 00:00:00","10/24/12 00:00:00","8766",,
"11308","Member","4H","04/22/09 00:00:00",,"8767",,
"11289","Member","Boy Scouts of America","04/08/08 00:00:00",,"8768",,
"11304","Goalie/Defensive Wing","Varsity Soccer","08/05/12 00:00:00","10/19/12 00:00:00","8769",,
"11304","Point guard","JV Basketball","10/29/12 00:00:00",,"8770",,
"11326","Secretary","Drama Club","09/01/09 00:00:00",,"8771","Month-Only",
"11326","Member","Idaho Drug Free Youth","09/01/12 00:00:00",,"8772","Month-Only",
"11326","Memer","Hugh O'brian Youth Leadership","06/01/11 00:00:00",,"8773","Month-Only",
"11326","Member","All Girls State","06/01/12 00:00:00",,"8774","Month-Only",
"11326","Member","All Girls State","06/01/12 00:00:00",,"8775","Month-Only",
"10190","Member","Timberlake Club P.E.A.C.E.","09/13/11 00:00:00",,"8776",,
"11303","Volunteer","Spokanimal","01/08/11 00:00:00",,"8777",,
"11232","Lineman","Football","08/07/12 00:00:00","11/11/12 00:00:00","8779",,
"11232","First baseman","Baseball","03/07/12 00:00:00","05/13/12 00:00:00","8780",,
"11310","N/A","N/A","01/01/12 00:00:00","01/01/12 00:00:00","8781","Year-Only","Year-Only"
"11355","Member","Yearbook","08/01/12 00:00:00",,"8782","Month-Only",
"10195","Volunteer","Spirit Lake Fire Department","10/27/11 00:00:00",,"8783",,
"11330","N/A","N/A","01/01/12 00:00:00","01/01/12 00:00:00","8784","Year-Only","Year-Only"
"11364","D pole","New Bedford High School lacrosse team","04/01/12 00:00:00","06/06/12 00:00:00","8785",,
"11381","Defensive tackle","New Bedford Football","09/01/11 00:00:00",,"8787",,
"11366","Household Helpier","The Goulet Family","03/16/97 00:00:00",,"8788",,
"11365","Member","The Gold School","02/07/02 00:00:00",,"8789",,
"11379","Member","New Bedford high's club","12/03/12 00:00:00",,"8790",,
"11380","Cheerleader","Ricardo Rodriguez Torrez","01/05/04 00:00:00","03/06/09 00:00:00","8791",,
"11391","Member","Champions","09/10/12 00:00:00",,"8792",,
"11385","Member","NBHS Key Club","09/27/12 00:00:00",,"8793",,
"11385","Member","NBHS Debate","10/31/12 00:00:00",,"8794",,
"11389","Member","Future Business Leaders of Japan","05/18/25 00:00:00","02/19/46 00:00:00","8795",,
"11403","Point gaurd","Nbhs basketball","01/03/12 00:00:00","03/24/12 00:00:00","8796",,
"11399","Volunteer","Gifes to give","04/10/11 00:00:00","05/19/11 00:00:00","8797",,
"11402","Defense ","Soccer","09/01/03 00:00:00","10/07/15 00:00:00","8798","Month-Only",
"11408","Stunter","Cheerleading","09/05/06 00:00:00","01/21/07 00:00:00","8799",,
"11414","Member","Future Buisness leaders of america","02/07/12 00:00:00",,"8800",,
"11406","Swimmer","NBHS Swimming and Diving","08/01/12 00:00:00","11/01/12 00:00:00","8801","Month-Only","Month-Only"
"11406","N/A","AHANA Club","12/01/11 00:00:00",,"8802","Month-Only",
"11415","Member","Future Millionaires of The World Club","09/13/12 00:00:00",,"8803",,
"11417","Cashier ","Worker","04/19/10 00:00:00","02/21/12 00:00:00","8804",,
"11405","Dietary aide","Nursing home","06/11/12 00:00:00",,"8805",,
"11409","Readrer","Reading","01/01/12 00:00:00","01/01/12 00:00:00","8806","Year-Only","Year-Only"
"11400","Goalkeeper","Soccer Association of America","09/01/02 00:00:00",,"8807","Month-Only",
"11400","Volleyball Player","NBHS Boys Volleyball","04/01/12 00:00:00",,"8808","Month-Only",
"11422","Sg","Sgaas","01/01/12 00:00:00","01/01/12 00:00:00","8809","Year-Only","Year-Only"
"11421","Offensive lineman","NBHS Football","08/20/11 00:00:00",,"8810",,
"11421","Defence","NBHS Lacrosse","03/30/12 00:00:00",,"8811",,
"11426","Basketball and football;shooting gard,running back","New Bedford high sports ","08/18/12 00:00:00","02/18/15 00:00:00","8812",,
"11420","Javelin and Discus Thrower","NBHS Spring Track and Field ","03/01/12 00:00:00",,"8813","Month-Only",
"11424","Member, in line for secretary","NBHS Japanese Club","11/09/11 00:00:00","12/13/12 00:00:00","8814",,
"11424","Member","NBHS Tennis Team","02/03/12 00:00:00",,"8815",,
"11427","Member","Voleenter of comutty","01/11/12 00:00:00",,"8816",,
"11328","Peer Orientation Leader","FPC- Student Services","08/31/09 00:00:00","05/15/12 00:00:00","8817",,
"11437","Member","IDFY","03/12/10 00:00:00","06/06/11 00:00:00","8818",,
"11429","None","None","01/01/12 00:00:00","01/01/12 00:00:00","8820","Year-Only","Year-Only"
"11439","Member","New Bedford High School Drama Club","09/25/12 00:00:00","12/17/12 00:00:00","8821",,
"11445","Member","Honors Society","09/15/12 00:00:00",,"8822",,
"11445","Member/Local Winner","Distinguished Young Women","02/20/12 00:00:00",,"8823",,
"11442","Member/ troop leader ","Troop 3","01/04/07 00:00:00","02/08/10 00:00:00","8824",,
"11382","Member","YMCA","11/10/12 00:00:00",,"8825",,
"11367","Player","Playing basketball","03/09/97 00:00:00",,"8826",,
"11397","Golf Team member","New Bedford Voke Tech","09/01/11 00:00:00","06/01/12 00:00:00","8827","Month-Only","Month-Only"
"11452","Baseball player","Pony league baseball","06/25/10 00:00:00","09/26/11 00:00:00","8828",,
"11387","Member","Church decorator","09/05/12 00:00:00",,"8829",,
"11451","Babysitter","The Pontes Family","10/06/07 00:00:00","07/08/08 00:00:00","8830",,
"11453","Drummer","New Bedford Portuguese Band","09/01/12 00:00:00",,"8831","Month-Only",
"11130","Volunteer - Canned Food Drive","Good Samaritans of Franklin Parish","11/01/12 00:00:00","12/15/12 00:00:00","8832",,
"11130","Member","Baskin Baptist Church Youth Group","08/01/11 00:00:00",,"8833",,
"11435","Member","Anime Club","08/31/11 00:00:00","06/25/12 00:00:00","8834",,
"11436","Play right guard on offense and special teams long","Franklin tornadoes","09/10/12 00:00:00","11/10/12 00:00:00","8836",,
"11137","Member","Go to the nursing home and visit with church ","12/20/12 00:00:00","01/01/13 00:00:00","8837",,"Year-Only"
"11131","Volunteer","FCCS Canned Food Drive","11/15/12 00:00:00","12/21/13 00:00:00","8838",,
"11134","Volunteer","Can Food Drive ","11/15/12 00:00:00","12/21/12 00:00:00","8839",,
"11143","Volunteer","Fccs can food drive","11/15/12 00:00:00","12/21/12 00:00:00","8840",,
"11144","Volunteer","Good Samaritans","11/15/12 00:00:00","12/21/12 00:00:00","8841",,
"11142","Volunteer","FCCS can food drive","11/13/12 00:00:00","12/21/12 00:00:00","8842",,
"11140","Volunteer","Good Samaritans","11/15/12 00:00:00","12/21/12 00:00:00","8843",,
"11137","Canned Food Drive Volunteer","Franklin Parish Good Samaritans","11/15/12 00:00:00","12/21/12 00:00:00","8844",,
"11465","Volunteer","Can Food Drive","11/15/12 00:00:00","12/21/12 00:00:00","8845",,
"11133","Volunteer","Can Food Drive","11/15/12 00:00:00","12/21/12 00:00:00","8846",,
"11135","Volunteer","Can Food Drive","11/15/12 00:00:00","12/21/12 00:00:00","8847",,
"11139","Volunteer","Good Samaritans","11/15/12 00:00:00","12/21/12 00:00:00","8848",,
"11132","Puppeter","Assisting Children to the Savior","01/07/09 00:00:00",,"8849",,
"11138","Volunteer ","Good Samaritans ","11/15/10 00:00:00","11/15/13 00:00:00","8850",,
"11132","Volunteer","Good Samaritans","11/01/10 00:00:00","12/15/12 00:00:00","8851",,
"11138","Puppeter ","Assisting Children to the Savior","01/01/09 00:00:00",,"8852",,
"11138","Bible quizzer ","Louisiana Bible Quizzing ","10/25/11 00:00:00",,"8853",,
"11448","Private","Army Junior ROTC","12/13/12 00:00:00",,"8854",,
"11370","Track team","New Bedford High School","11/01/12 00:00:00",,"8855","Month-Only",
"11377","Cleaning ","Cleaning the city ","02/22/10 00:00:00","01/10/13 00:00:00","8856",,
"11476","Work Inforcment Act","W.I.A","09/01/12 00:00:00",,"8857",,
"11476","Actor","Drama","09/01/10 00:00:00",,"8858","Month-Only",
"11475","Member","Women's professional business corp","05/13/12 00:00:00","01/01/13 00:00:00","8859",,"Year-Only"
"11479","Player","Cabot High School Football","08/18/07 00:00:00","11/16/12 00:00:00","8860",,
"11479","Member","National Honor Society","03/16/11 00:00:00",,"8861",,
"11479","Vice President","Law Enforcement Skills USA","09/17/10 00:00:00",,"8862",,
"11482","President","Friends of the Pound","11/01/12 00:00:00",,"8866","Month-Only",
"11482","Member","FFA","08/01/09 00:00:00","06/01/11 00:00:00","8867","Month-Only","Month-Only"
"11482","Member","PALS","08/01/10 00:00:00","06/01/11 00:00:00","8868","Month-Only","Month-Only"
"11482","Member","FFA Opening and Closing Ceremonies Team","08/01/10 00:00:00","06/01/11 00:00:00","8869","Month-Only","Month-Only"
"11480","Volunteer, Management Team","Guild Consignment Center","09/01/08 00:00:00",,"8870","Month-Only",
"11480","Substitute Pianist","Hingham Congregational Church","08/01/07 00:00:00",,"8871","Month-Only",
"11480","Member, Board of Outreach","Hingham Congregational Church","06/01/09 00:00:00","06/01/12 00:00:00","8872","Month-Only","Month-Only"
"11480","Volunteer laborer","Habitat for Humanity","09/01/95 00:00:00","06/01/99 00:00:00","8873","Month-Only","Month-Only"
"11490","Officer","Student Council","08/01/11 00:00:00",,"8874","Month-Only",
"11490","Member","Chess Club","08/01/11 00:00:00","01/01/13 00:00:00","8875","Month-Only","Month-Only"
"11490","Member","HOSA/SkillsUSA","08/01/11 00:00:00",,"8876","Month-Only",
"11488","WINGS Database Officer","Cabot AFJROTC","08/01/12 00:00:00",,"8877","Month-Only",
"11489","Activities Chairman","Future Business Leaders of America","08/01/11 00:00:00",,"8878","Month-Only",
"11489","Member","National Technical Honors Society","09/01/12 00:00:00",,"8879","Month-Only",
"11489","Member","Hello Club","08/01/11 00:00:00","05/01/12 00:00:00","8880","Month-Only","Month-Only"
"11489","Member","Art Club","08/01/09 00:00:00","05/01/11 00:00:00","8881","Month-Only","Month-Only"
"11488","Representative","CHS Student Council","01/01/13 00:00:00",,"8882","Month-Only",
"11492","Cheer coach","Upward","12/01/11 00:00:00","02/01/12 00:00:00","8883","Month-Only","Month-Only"
"11487","Member","Future Educators of America","08/01/12 00:00:00",,"8884","Month-Only",
"11487","Member","National Honor Society","03/01/12 00:00:00",,"8885","Month-Only",
"11487","Member","Cabot High School Dance Team","04/01/11 00:00:00",,"8886","Month-Only",
"11487","Member","FCCLA","08/01/12 00:00:00",,"8887","Month-Only",
"11504","Setter","Junior Olympic Volleyball","11/01/10 00:00:00",,"8888",,
"11504","Setter","High School Volleyball","08/19/07 00:00:00","11/01/12 00:00:00","8889",,
"11511","Member","Mu Alpha Theta","09/01/11 00:00:00","05/17/13 00:00:00","8890","Month-Only",
"11511","Treasurer ","Thespians","11/01/12 00:00:00","05/17/13 00:00:00","8891","Month-Only",
"11511","Player","Cabot High School Golf Team","04/01/09 00:00:00","10/01/12 00:00:00","8892","Month-Only","Month-Only"
"11511","Member","Key Club","09/01/12 00:00:00","05/17/13 00:00:00","8893","Month-Only",
"11516","Player","Cabot High Volleyball Team","08/01/06 00:00:00","11/06/12 00:00:00","8894","Month-Only",
"11512","Member","Mu Alpha Theta","09/01/10 00:00:00","06/01/12 00:00:00","8895","Month-Only","Month-Only"
"11512","Member","Spanish Honor Society","04/01/12 00:00:00",,"8896","Month-Only",
"11512","Junior Ambassador","American Cancer Society","09/01/11 00:00:00",,"8897","Month-Only",
"11512","Member","HOSA","07/01/10 00:00:00",,"8898","Month-Only",
"11512","Member","Skills USA","09/01/10 00:00:00",,"8899","Month-Only",
"11512","Member","Dance Team","03/01/08 00:00:00",,"8900","Month-Only",
"11512","Member","Competitive Dance","06/01/04 00:00:00",,"8901","Month-Only",
"11509","Principal Trombonist","Cabot High School Band","08/19/10 00:00:00",,"8902",,
"11512","President","JUST Club","08/01/09 00:00:00","06/01/10 00:00:00","8903","Month-Only","Month-Only"
"11516","Member","Cabot High Yearbook Staff","08/19/11 00:00:00","06/02/12 00:00:00","8904",,
"11509","Director","Cabot High School Basketball Pep Band","01/01/11 00:00:00",,"8905","Year-Only",
"11509","Member","Spanish Club","08/19/12 00:00:00",,"8906",,
"11514","Player","Cabot Lady Panther Basketball","08/19/08 00:00:00","03/08/13 00:00:00","8907",,
"11509","Principal Trombonist","Cabot High School Jazz Band","08/19/10 00:00:00",,"8908",,
"11508","Class Sergent","Criminal Justice Club","01/01/10 00:00:00",,"8909","Year-Only",
"11503","Member","NBHA","11/01/12 00:00:00",,"8910","Month-Only",
"11503","Member","National Honor Society","08/01/10 00:00:00",,"8911","Month-Only",
"11503","Member","Spanish Honor Society","04/01/12 00:00:00",,"8912","Month-Only",
"11513","Member","National Honors Society ","01/01/11 00:00:00","01/01/13 00:00:00","8913","Year-Only","Year-Only"
"11503","Member","FFA","08/01/11 00:00:00",,"8914","Month-Only",
"11502","Member","National Honor Society","08/21/11 00:00:00",,"8915",,
"11502","Member","Spanish Honor Society","08/19/10 00:00:00",,"8916",,
"11513","Member","National Spanish Honors Society","01/01/11 00:00:00","01/01/13 00:00:00","8917","Year-Only","Year-Only"
"11502","Member","HOSA","08/19/10 00:00:00",,"8918",,
"11513","Member","Mu Alpha Theta ","01/01/11 00:00:00","01/01/13 00:00:00","8919","Year-Only","Year-Only"
"11513","Member","Medicla Acadmey","01/01/10 00:00:00","01/01/12 00:00:00","8920","Year-Only","Year-Only"
"11499","Member","National Honor Society","08/20/10 00:00:00",,"8921",,
"11513","Member","AP Acadmey","01/01/10 00:00:00","01/01/13 00:00:00","8922","Year-Only","Year-Only"
"11499","Member","Mu Alpha Theta","08/20/10 00:00:00",,"8923",,
"11502","Member","SkillsUSA","08/19/10 00:00:00",,"8924",,
"11513","Member","Spanish Club","01/01/10 00:00:00","01/01/12 00:00:00","8925","Year-Only","Year-Only"
"11501","Midfield/Forward","Cabot High School Soccer","01/10/10 00:00:00",,"8926",,
"8907","Camper","Fitzwilliam's Assocated Sportsmens Culb","01/01/96 00:00:00",,"6596","Year-Only",
"12017","Attack Player","JCHS Lacrosse","09/01/08 00:00:00",,"9810","Month-Only",
"12029","Member ","Talented and Gifted Program","08/01/11 00:00:00",,"9811","Month-Only",
"12017","Volunteer","Angels Among Us Pet Rescue","08/01/08 00:00:00",,"9812","Month-Only",
"12029","Advocate and Volunteer","Alzheimer's Assocation ","08/01/10 00:00:00",,"9813","Month-Only",
"12031","Intern","Northside Hospital","08/09/13 00:00:00","12/19/13 00:00:00","9814",,
"12037","Vice President","Medical Club","01/01/12 00:00:00",,"9815","Year-Only",
"12037","Staffer","Yearbook Staff","01/01/12 00:00:00",,"9816","Year-Only",
"12029","Volunteer","Mutiple Charities in the surrounding Areas","01/01/09 00:00:00",,"9818","Month-Only",
"12031","Secretary","National Charity League","03/01/09 00:00:00",,"9819",,
"12037","Member","Beta Club","01/01/11 00:00:00",,"9820","Year-Only",
"12037","Member","Thespian Society","01/01/13 00:00:00",,"9821","Year-Only",
"12029","Member","Jr. Beta ","08/01/08 00:00:00","05/01/10 00:00:00","9822","Month-Only","Month-Only"
"12031","Staffer","Johns Creek Yearbook","08/11/12 00:00:00",,"9823",,
"12031","Member","Fellowship of Christian Athletes","08/11/12 00:00:00",,"9824",,
"12029","Student","Pursued Honors Classes","08/01/08 00:00:00",,"9825","Month-Only",
"12037","Member","Class Council ","01/01/11 00:00:00","01/01/12 00:00:00","9826","Year-Only","Year-Only"
"12029","Intern","TAG Program Internship","08/01/13 00:00:00","05/01/14 00:00:00","9827","Month-Only","Month-Only"
"12018","Runner","Cross Country","08/09/12 00:00:00","01/01/13 00:00:00","9828",,"Year-Only"
"12018","Runner","Track","02/17/13 00:00:00",,"9829",,
"12022","Member","Distributive Education Clubs of America","09/11/12 00:00:00",,"9830",,
"12030","Mid-field player","JCHS Girls Lacrosse","02/01/11 00:00:00","02/01/12 00:00:00","9831","Month-Only","Month-Only"
"12030","Member","Bel Canto II Choral Group","08/01/12 00:00:00",,"9832","Month-Only",
"11513","Member","HOSA","01/01/10 00:00:00","01/01/12 00:00:00","8927","Year-Only","Year-Only"
"11502","Sprinter","Cabot High School Track","08/19/11 00:00:00","05/31/12 00:00:00","8928",,
"11513","Member","Skills USA: Medical","01/01/10 00:00:00","01/01/12 00:00:00","8929","Year-Only","Year-Only"
"11499","Member","Spanish Honor Society","01/17/11 00:00:00",,"8930",,
"11513","Member","Liberty Baptist Church","01/01/07 00:00:00","01/01/13 00:00:00","8931","Year-Only","Year-Only"
"11523","Member","Airsoft Outlaws","12/21/11 00:00:00",,"8932",,
"11523","Member","FBLA","08/11/09 00:00:00","05/27/10 00:00:00","8933",,
"11531","3rd base","Cabot Baseball","01/01/13 00:00:00","01/01/13 00:00:00","8934","Year-Only","Year-Only"
"11523","Member","German Club","01/02/12 00:00:00","05/27/12 00:00:00","8935",,
"11526","Plaer","Cabot football","08/02/08 00:00:00",,"8936",,
"11523","Founder","INK","01/14/10 00:00:00","06/07/10 00:00:00","8937",,
"11530","Member","Ffa","08/20/11 00:00:00",,"8938",,
"11524","Member","Miracle League","01/01/12 00:00:00","01/01/12 00:00:00","8939","Year-Only","Year-Only"
"11524","Assistant","Cardinal Health","01/01/12 00:00:00","01/01/12 00:00:00","8940","Year-Only","Year-Only"
"11527","Big pal","PALS","08/18/10 00:00:00",,"8941",,
"11528","Basketball player ","Cabot Junoir High South Lady Panthers","08/19/07 00:00:00","03/09/10 00:00:00","8942",,
