"ID","Attending","Graduate_On","Plan_attend","Completed","Completed_On","Graduated","Graduation_Date","ID_PK","Study","Grad_Date_Change","Completed_Date_Change","Graduation_Date_Change","Degree_Recieved"
"11307","Timberlake High School","06/01/15 00:00:00","North Idaho College/ University of Idaho",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6521",,"Month-Only","Year-Only","Year-Only",
"11305","Timberlake High school ","06/07/15 00:00:00","N/a","N/a","01/01/12 00:00:00","N/a","01/01/12 00:00:00","6522","n/a",,"Year-Only","Year-Only","N/A"
"11306","Timberlake High School","06/07/12 00:00:00","University of Idaho","N/a","01/01/12 00:00:00","N/a","01/01/12 00:00:00","6523","Medical Field",,"Year-Only","Year-Only",
"11311","Timberlake Highschool","06/01/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6524",,"Month-Only","Year-Only","Year-Only",
"11289","Timberlake Highschool","06/07/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6525",,,"Year-Only","Year-Only",
"11316","Timberlake High School","01/01/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6526",,"Year-Only","Year-Only","Year-Only",
"11312","Timberlake High School","06/07/14 00:00:00","MMI",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6527","Motorcycle repair",,"Year-Only","Year-Only",
"11313","Timberlake High School","06/18/14 00:00:00","North Idaho Collage",,"01/01/13 00:00:00",,"01/01/12 00:00:00","6528","Mechanics",,"Year-Only","Year-Only",
"11309","Timberlake Highschool","01/01/14 00:00:00","North Idaho Collage",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6529",,"Year-Only","Year-Only","Year-Only",
"11315","Timberlake High School","06/08/13 00:00:00","North Idaho College","A business class in high school","06/08/12 00:00:00","N/a","01/01/12 00:00:00","6530","Business Administration",,,"Year-Only","N/A"
"11308","Timberlake High ","06/07/11 00:00:00","Miami University","NA","01/01/12 00:00:00","NA","01/01/12 00:00:00","6531","Business",,"Year-Only","Year-Only","NA"
"11317","Timberlake High School","06/07/14 00:00:00","Boise State","N/A","01/01/12 00:00:00",,"01/01/12 00:00:00","6532","Science",,"Year-Only","Year-Only",
"11303","Timberlake high school","06/07/14 00:00:00","Spokane comunity college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6533","Medical ",,"Year-Only","Year-Only",
"11299","Timberlake High School","06/10/15 00:00:00","Art Institutes",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6534","Animation",,"Year-Only","Year-Only",
"11302","Timberlake High School","06/27/15 00:00:00","University of Idaho",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6535","Bilogy",,"Year-Only","Year-Only",
"11322","Timberlake","10/14/14 00:00:00","Harvord","Nothing","10/17/22 00:00:00","Nothing","09/16/14 00:00:00","6536","anatomy",,,,"AA"
"11321","Timberlake high school","01/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6537",,,"Year-Only","Year-Only",
"11292","Timberlake High School","06/14/14 00:00:00","SCC","Timbeerlake Middle school","06/14/10 00:00:00","N/A","01/01/12 00:00:00","6538","Electrical Engineer",,,"Year-Only","N/A"
"11300","Timberlake High School","06/07/15 00:00:00","University of Minnesota","Sports Science","04/10/16 00:00:00","Timberlake High School","06/07/15 00:00:00","6539","N/A",,,,"N/A"
"11323","TIMBERLAKE HIGH SCHOOL","06/11/14 00:00:00","SANDPOINT COMMUNITY CALLEGE","TIMBERLAKE JUNIOR HIGH","06/10/09 00:00:00","TIMBERLAKE JUNIOR HIGH","06/10/09 00:00:00","6540","HANDYMAN",,,,
"11324","TIMBERLAKE HIGH SHCOOL","06/10/14 00:00:00","SANDPOINT COMMUNITY COLELGE","TIMBERLAKE JR HIGH","06/10/09 00:00:00","TIMBERLAKE JR HIGH","06/10/14 00:00:00","6541","HANDYMAN",,,,
"11304","Timberlake High School","06/07/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6542",,,"Year-Only","Year-Only",
"11325","Timberlake High School ","07/07/15 00:00:00","University of Idaho ","N/a","01/01/12 00:00:00","N/a","01/01/12 00:00:00","6543","n/a ",,"Year-Only","Year-Only","N/A"
"11276","Timberlake High School","06/07/15 00:00:00","University of Rochester","N/A","01/01/12 00:00:00",,"01/01/12 00:00:00","6504","Neuroscience",,"Year-Only","Year-Only",
"11326","Timberlake Senior High School","06/05/13 00:00:00","A four year college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6544","theater",,"Year-Only","Year-Only",
"11310","Timberlake Senior High School","06/09/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6545",,,"Year-Only","Year-Only",
"11330","TLHS","06/07/14 00:00:00","Houston,TX MMI",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6546","Motorcycle mechanics",,"Year-Only","Year-Only",
"11335","Timberlake High School","06/06/12 00:00:00","ICU",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6547","Chiropractic",,"Year-Only","Year-Only",
"11367","New bedford high school","01/15/15 00:00:00","Minnesota university",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6551","buisness",,"Year-Only","Year-Only",
"11366","Newbedford High","06/10/15 00:00:00","College.",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6552","College.",,"Year-Only","Year-Only",
"11364","New Bedford High School","06/10/15 00:00:00","University of Notre Dame",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6553","world history",,"Year-Only","Year-Only",
"11372",,"01/01/12 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6554",,"Year-Only","Year-Only","Year-Only",
"11381","New Bedford High School","06/15/15 00:00:00","Ohio State University ",,"06/01/19 00:00:00",,"01/01/12 00:00:00","6555","Football",,"Month-Only","Year-Only",
"11365","New Bedford High School","06/05/15 00:00:00","New York University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6556","Criminology ",,"Year-Only","Year-Only",
"11376","La contia ","08/31/12 00:00:00","Baracelona soccer school","Real madrid ","01/02/12 00:00:00","Palm beach","04/17/12 00:00:00","6557","forward ",,,,"NONE"
"11380","New Bedford High School ","01/01/14 00:00:00","UMASS DARTHMOUTH",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6558","2 years ","Year-Only","Year-Only","Year-Only",
"11382","New Bedford High School","06/07/14 00:00:00","UMASS ",,"06/21/10 00:00:00",,"06/10/10 00:00:00","6559","Nursing ",,,,
"11363","New Bedford High School","06/18/15 00:00:00","Johnson and whales/boston community college","None","01/01/12 00:00:00","None","01/01/12 00:00:00","6560","chef/hair dresser",,"Year-Only","Year-Only",
"11379","New bedford high school","06/13/13 00:00:00","UMASS BOSTON",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6561","4 years",,"Year-Only","Year-Only",
"11391","New Bedford High School","06/23/13 00:00:00","Umass Dartmouth",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6562","medical",,"Year-Only","Year-Only",
"11385","New Bedford High School","06/10/15 00:00:00","College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6564","Biology/Zoology",,"Year-Only","Year-Only",
"11389","New bedford","06/15/15 00:00:00","Fill Slea",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6565","Music Buiness",,"Year-Only","Year-Only",
"11388","New Bedford High School","01/01/12 00:00:00","BCC",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6566","Pre-Professional","Year-Only","Year-Only","Year-Only",
"11386","New Bedford Highschool","06/10/15 00:00:00","Georgetown University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6567","pre-med",,"Year-Only","Year-Only",
"11399","New bedford high school","06/20/15 00:00:00","Umass dartmouth",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6568","marine biology",,"Year-Only","Year-Only",
"11403","Nbhs","06/24/15 00:00:00","Umass ","Middle school","06/14/96 00:00:00",,"01/01/12 00:00:00","6569",,,,"Year-Only",
"11401","New bedford high","06/10/15 00:00:00","Full sail university",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6570","game designer",,"Year-Only","Year-Only",
"11405","New bedford high school","05/23/14 00:00:00","Umass Dartmouth","New Bedford High","12/13/12 00:00:00","New Bedford High School","05/01/12 00:00:00","6571","registered nurse",,,"Month-Only","NONE YET"
"11408","New Bedford High","06/13/13 00:00:00","UMASS Dartmouth",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6572","Nursing",,"Year-Only","Year-Only",
"11402","New Bedford High","06/20/15 00:00:00","College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6573","Cosmetology",,"Year-Only","Year-Only",
"11414","NBHS","06/19/15 00:00:00","Harvard University","Career Dynamics","12/28/12 00:00:00","Normandon Middle school","10/28/11 00:00:00","6574","Buisness",,,,"PERFECT ATTENDENCE"
"11406","New Bedford High School","06/01/12 00:00:00","Miami International University of Art & Design",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6575","Fashion Design and Textile","Month-Only","Year-Only","Year-Only",
"11411","New Bedford High School","06/13/15 00:00:00","UMASS Darthmouth",,"06/13/13 00:00:00",,"06/13/12 00:00:00","6576","hair dresser",,,,
"11415","New Bedford high","05/09/15 00:00:00","UCLA","Normandin Middle School,","06/22/10 00:00:00",,"01/01/12 00:00:00","6577","Medicine ",,,"Year-Only",
"11417","NBHS","06/19/13 00:00:00","Umass","Amry","02/28/12 00:00:00",,"11/28/48 00:00:00","6578","business administrator",,,,
"11416","New Bedford High School","06/10/15 00:00:00","UMASS Darthmouth",,"01/01/12 00:00:00"," ","01/01/12 00:00:00","6579","Nurse",,"Year-Only","Year-Only",
"11409","New Bedford High School","01/01/15 00:00:00","Princeton University","N/A","01/01/12 00:00:00",,"01/01/12 00:00:00","6580","Psycholohu","Year-Only","Year-Only","Year-Only",
"11400","New Bedford High School","06/10/15 00:00:00","UMass Dartmouth",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6581","Engineering",,"Year-Only","Year-Only",
"11404","New Bedford High School","06/25/14 00:00:00","Umass Amhearst","N/A","01/01/12 00:00:00","N/A","01/01/12 00:00:00","6582","Civil Engeneering",,"Year-Only","Year-Only",
"11418","NBHS","06/19/15 00:00:00","Harvard University","Roosevelt middle","07/18/11 00:00:00","Gomes chool","09/27/01 00:00:00","6583","Buisness",,,,"STUDENT OF THE MONTH"
"11422","New Bedford High School","06/21/15 00:00:00","College Place",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6584","Animation",,"Year-Only","Year-Only",
"11421","New Bedford High","06/10/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6585","Engineering",,"Year-Only","Year-Only",
"11426","New Bedford high","06/10/15 00:00:00",,"Oregon university ","07/21/19 00:00:00","Oregon university ","07/25/20 00:00:00","6586","criminal justice ",,,,"BFA"
"11420","New Bedford HIgh School","06/14/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6587",,,"Year-Only","Year-Only",
"11423","New Bedford High school","06/13/15 00:00:00","NYU","Mattacheese middle School","06/15/10 00:00:00",,"01/01/12 00:00:00","6588","business administration",,,"Year-Only",
"11424","New Bedford high","07/12/15 00:00:00","Trade school",,"01/01/12 00:00:00","Keith Middle school","07/25/10 00:00:00","6589","tattoo artist (needle care and design)",,"Year-Only",,
"11427","New bedford high","06/18/15 00:00:00","Full sail university","Business school","06/21/11 00:00:00",,"06/20/15 00:00:00","6590","criminal justice",,,,
"11430","New Bedford High School","06/01/14 00:00:00","College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6591","fashion design","Month-Only","Year-Only","Year-Only",
"11328",,"01/01/12 00:00:00",,,"05/15/12 00:00:00","Franklin Pierce College","05/15/12 00:00:00","6592",,"Year-Only",,,"BA"
"11436","Franklin High School","06/25/15 00:00:00","Lakes Reigion Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6593","Culinary Arts",,"Year-Only","Year-Only",
"11437","Timberlake High School","06/07/13 00:00:00","Eastern Washington University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6594","Elementary and Secondary Education",,"Year-Only","Year-Only",
"11438","New Bedford High School","06/10/13 00:00:00","Bristol Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6595","Nursing",,"Year-Only","Year-Only",
"11453","New Bedford High School","06/10/15 00:00:00","Berklee College of Music ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6607","Music Producing",,"Year-Only","Year-Only",
"11456","New bedford high ","06/23/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6608",,,"Year-Only","Year-Only",
"11397","New Bedford High School","06/01/15 00:00:00","College","Keith Middle School","06/20/10 00:00:00","Keith Middle School","06/20/10 00:00:00","6609","game development ","Month-Only",,,
"11455","New bedford high school","06/21/15 00:00:00","Bristol commuinty college","Non","01/21/21 00:00:00",,"01/01/12 00:00:00","6610","nursing",,,"Year-Only",
"11435","Franklin High School","06/25/15 00:00:00",,"Franklin Middle School","06/25/11 00:00:00",,"01/01/13 00:00:00","6611",,,,"Year-Only",
"11462","Franklin High School","06/25/14 00:00:00",,,"01/01/13 00:00:00",,"01/01/13 00:00:00","6612",,,"Year-Only","Year-Only",
"11465","Family Community Christian School","01/01/13 00:00:00","Louisiana Tech University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6614","Nursing","Year-Only","Year-Only","Year-Only",
"11467","New Bedford High School","06/10/15 00:00:00","UMass Dartmouth",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6615","graphic desinging ",,"Year-Only","Year-Only",
"11448","New Bedford High School\]","06/10/15 00:00:00","Georgia tech",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6616","master's in business",,"Year-Only","Year-Only",
"11370","New Bedford High School","06/01/14 00:00:00","College",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6617","architecture","Month-Only","Year-Only","Year-Only",
"11377","New Bedford High school","06/03/16 00:00:00",,,"02/26/13 00:00:00",,"01/01/13 00:00:00","6618",,,,"Year-Only",
"11547","Cabot high school","05/17/13 00:00:00","Henderson Sate Unvirsity","Sports med 1,2,3","05/09/13 00:00:00",,"05/17/13 00:00:00","6668","Athletic training",,,,
"11542","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","Sports Med 1,2,3","05/09/13 00:00:00",,"01/01/13 00:00:00","6669","Sports Medicine",,,"Year-Only",
"11563","Cabot High School","05/17/13 00:00:00","University of Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6670","Dietetics",,"Year-Only","Year-Only",
"11559","Cabot High School","05/17/13 00:00:00","Harding University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6671","Nursing",,"Year-Only","Year-Only",
"11562","Cabot High School","05/17/13 00:00:00","ASU Beebe",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6672","Dental Hygiene ",,"Year-Only","Year-Only",
"11554","ASU Beebe","05/17/13 00:00:00","University of Arkansas","Cabot High School","05/17/13 00:00:00",,"01/01/13 00:00:00","6673","Journalism",,,"Year-Only",
"11553","ASU Beebe","05/17/13 00:00:00","University of Arkansas","Cabot Highschool","05/17/13 00:00:00",,"01/01/13 00:00:00","6674","Bussiness",,,"Year-Only",
"11558","ASU Bebee","05/17/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00","Cabot High School","05/17/13 00:00:00","6675","Pre-Medicine",,"Year-Only",,
"11565","Cabot High School","05/17/13 00:00:00","University Of Arizona ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6676","Fashion Merchandise",,"Year-Only","Year-Only",
"11566","ASU Beebe","01/01/13 00:00:00","University of Arkansas Fayetteville ","Cabot High School","05/17/13 00:00:00",,"01/01/13 00:00:00","6677","business","Year-Only",,"Year-Only",
"11574","Arkansas State University at Beebe","01/01/13 00:00:00","Harding University ",,"01/01/13 00:00:00","Cabot High School ","05/17/13 00:00:00","6678","Nursing ","Year-Only","Year-Only",,
"11568","Cabot High School","05/17/13 00:00:00","Southern Arkansas University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6679","Chemistry",,"Year-Only","Year-Only",
"11569","Cabot High School","05/17/13 00:00:00","Ouachita Baptish University ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6680","Biology",,"Year-Only","Year-Only",
"11555","Cabot High School","05/17/13 00:00:00","Lyon College",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6681","Pre-Med",,"Year-Only","Year-Only",
"11575","Cabot High School","05/17/13 00:00:00","Arkansas State University: Jonesboro",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6682","Elementary Education",,"Year-Only","Year-Only",
"11560","Cabot High School","05/17/13 00:00:00","Arkansas State University ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6683","Biology",,"Year-Only","Year-Only",
"11561","Cabot High School","05/17/13 00:00:00","Arkansas State University-Jonesboro",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6684","Education",,"Year-Only","Year-Only",
"11564","Cabot High School","05/17/13 00:00:00","University of Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6685","Mechanical Engineering",,"Year-Only","Year-Only",
"11570","ASU Beebe","01/01/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00","Cabot High School","05/17/13 00:00:00","6686","Dental Hygiene","Year-Only","Year-Only",,
"11573","Cabot High School","05/17/13 00:00:00","University of Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6687","Business",,"Year-Only","Year-Only",
"11576","Cabot High School","05/17/13 00:00:00","Arkansas State University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6688","Broadcast Journalism",,"Year-Only","Year-Only",
"11571","Cabot HIgh School","05/17/13 00:00:00","Arkansas State University Jonesboro",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6690","Mechanical Engineering",,"Year-Only","Year-Only",
"11567","Arkansas State University Beebe","01/01/13 00:00:00","Arkansas State University Jonesboro",,"01/01/13 00:00:00","Cabot High School","05/17/13 00:00:00","6689","Engineering","Year-Only","Year-Only",,
"11572","Cabot High School","05/17/13 00:00:00","Arkansas State University Jonesboro",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6691","Biology ",,"Year-Only","Year-Only",
"11579","Cabot High School","05/17/13 00:00:00","Arkansas State University at Jonesboro","Freshman Composition 1 and 2, and College Algebra","01/01/13 00:00:00",,"01/01/13 00:00:00","6692","Nursing",,"Year-Only","Year-Only",
"11590","Cabot High School","05/17/13 00:00:00","UALR","ASU Beebe","05/07/13 00:00:00",,"01/01/13 00:00:00","6693","Criminal Justice",,,"Year-Only",
"11581","Cabot High School and ASU Beebe","05/17/13 00:00:00","University of Central Arkansas ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6694","Nursing ",,"Year-Only","Year-Only",
"11584","Cabot High School","05/17/13 00:00:00","Arkansas State University of Beebe","Nine college hours from ASU Beebe","05/17/13 00:00:00",,"01/01/13 00:00:00","6696","Business Management",,,"Year-Only",
"11582","Cabot High School","05/17/13 00:00:00","Ouachita Baptist University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6697","Physics",,"Year-Only","Year-Only",
"11588","Cabot High School","05/17/13 00:00:00","University of Memphis",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6698","Computer Science",,"Year-Only","Year-Only",
"11594","Cabot High school","05/17/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6699","Biology",,"Year-Only","Year-Only",
"11583","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","ASU Beebe","05/17/13 00:00:00",,"01/01/13 00:00:00","6700","Kinesiology",,,"Year-Only",
"11557","Cabot High School","05/17/13 00:00:00","Arkansas State University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6702","Electrical Engineering",,"Year-Only","Year-Only",
"11474","Franklin High School","06/15/15 00:00:00","Pennslyvania State University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6703","Psychology ",,"Year-Only","Year-Only",
"11491","Cabot High School","05/17/13 00:00:00","Ouachita Baptist University","Freshman Composition I ","12/01/12 00:00:00",,"01/01/13 00:00:00","6704","Choral Music Education",,"Month-Only","Year-Only",
"11498","Cabot High School","05/17/13 00:00:00","ASU Jonesboro","Freshman Comp I, College Algebra, and AP Lang Comp","12/09/12 00:00:00",,"01/01/13 00:00:00","6705","Business Management and Marketing",,,"Year-Only",
"11597","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","Freshman Comp I and College Algebra","01/01/13 00:00:00",,"01/01/13 00:00:00","6706","Optometry",,"Year-Only","Year-Only",
"11595","Cabot High School","05/17/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6707","Occupational Therapy",,"Year-Only","Year-Only",
"11601","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","Freshman Comp 1, AP 11th grade english","12/12/12 00:00:00",,"01/01/13 00:00:00","6708","Biology",,,"Year-Only",
"11599","Cabot High School","05/17/13 00:00:00","University of Arkansas Little Rock",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6709","Business Administration ",,"Year-Only","Year-Only",
"11596","Cabot High School","05/17/13 00:00:00","University of Arkansas Fayetteville",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6710","Biology",,"Year-Only","Year-Only",
"11600","Cabot High School","05/17/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6711","Business Administration",,"Year-Only","Year-Only",
"11486","Franklin high school","06/15/14 00:00:00",,"Franklin middlie school","01/01/13 00:00:00",,"01/01/13 00:00:00","6712",,,"Year-Only","Year-Only",
"11506","ASU Beebe ","01/01/13 00:00:00","University of Arkansas at Little Rock ","Cabot High School","05/17/13 00:00:00","Cabot High School ","05/17/13 00:00:00","6713","Nursing","Year-Only",,,
"11507","Cabot High School","05/17/13 00:00:00","Henderson State University ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6714","Psychology",,"Year-Only","Year-Only",
"11604","Cabot High School","05/17/13 00:00:00","Arkansas State University ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6715","Medical Science ",,"Year-Only","Year-Only",
"11500","Cabot High School","05/17/13 00:00:00","Lyon College","12 Hrs at ASU Beebe","05/17/13 00:00:00",,"01/01/13 00:00:00","6716","PreMed",,,"Year-Only",
"11605","Cabot High School","05/07/13 00:00:00",,,"01/01/13 00:00:00",,"01/01/13 00:00:00","6717","Accounting",,"Year-Only","Year-Only",
"11606","Cabot High School","05/17/13 00:00:00","Arkansas State University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6718","Business",,"Year-Only","Year-Only",
"11586","ASU Beebe","05/17/13 00:00:00","University of Central Arkansas","Comp I & II","05/17/13 00:00:00","Cabot High School","05/17/13 00:00:00","6719","Nursing",,,,"HIGH SCHOOL DIPLOMA"
"11522","Cabot High School","05/17/13 00:00:00","Arkansas State University ",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6720","General Studies",,"Year-Only","Year-Only",
"11537","Cabot Highschool","05/09/13 00:00:00","Tulsa Welding School","None","01/01/13 00:00:00","None","01/01/13 00:00:00","6721","masters degree",,"Year-Only","Year-Only","NONE"
"11532","Cabot High School","05/17/13 00:00:00","Arkansas State University at Jonesboro",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6722","Engineering ",,"Year-Only","Year-Only",
"11609","Cabot High School","05/17/13 00:00:00","ASU Beebe College",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6723","Management Degree",,"Year-Only","Year-Only",
"11520","Cabot High School","05/17/13 00:00:00","Arkansas State University Bebee","Cabot Junior High South","05/17/13 00:00:00","Cabot Junior High South","05/26/13 00:00:00","6724","Graphic Design",,,,
"11521","Cabot high school","05/17/13 00:00:00","UTI chicago","11th grade cabot high school","06/02/12 00:00:00",,"01/01/13 00:00:00","6725","automotive",,,"Year-Only",
"11541","Cabot High School","05/17/13 00:00:00","University of Arkansas at Beebe",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6726","Biology",,"Year-Only","Year-Only",
"11610","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","Cabot high school","05/17/13 00:00:00",,"01/01/13 00:00:00","6727","Civil Engineering",,,"Year-Only",
"11611","Cabot High School","05/27/13 00:00:00","Arkansas State University Beebe",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6728","Paramedic",,"Year-Only","Year-Only",
"11543","Cabot high school","03/17/13 00:00:00","Palaski techincal college","Cabot high school","05/17/13 00:00:00","None","01/01/13 00:00:00","6729","chemistry ",,,"Year-Only","HIGH SCHOOL DIPLOMA"
"11613","Cabot High School","05/17/13 00:00:00","University of Central Arkansas","Psychology","12/20/12 00:00:00",,"01/01/13 00:00:00","6730","Psychology",,,"Year-Only",
"11546","Cabot High School","05/20/13 00:00:00","ASU Beebe","Jr. high south","05/20/10 00:00:00",,"01/01/13 00:00:00","6731","Phycology ",,,"Year-Only",
"11592","Cabot High Shool","05/17/13 00:00:00","Akansas State University at Beebe",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6732","Radiation Thereapy",,"Year-Only","Year-Only",
"11615","Cabot High School","05/17/13 00:00:00","Arkansas State University at Beebe",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6734","Early Childhood Education",,"Year-Only","Year-Only",
"11577","Arkansas State University Bebee","05/17/13 00:00:00","Arkansas State University Jonesboro",,"01/01/13 00:00:00","Cabot High School","05/17/13 00:00:00","6735","Radiologic Sciences",,"Year-Only",,
"11593",,"01/01/13 00:00:00","Arkansas State University Jonesboro","Arkansas State University Beebe","05/17/13 00:00:00","Cabot High School","05/17/13 00:00:00","6736","Pre-dental hygiene","Year-Only",,,"HIGH SCHOOL DIPLOMA"
"11585","Cabot High School","05/17/13 00:00:00","ASU Jonesboro","12 hours of college","05/17/13 00:00:00","Cabot High School","05/17/13 00:00:00","6695","Pre-Pharmacy",,,,"HIGH SCHOOL DIPLOMA "
"11591","Cabot High School","05/17/13 00:00:00","Arkansas State University-Beebe","Cabot High School","05/09/13 00:00:00","Cabot High School","05/09/13 00:00:00","6737","English",,,,
"11589","Cabot High School","05/17/13 00:00:00","University of Arkansas Fayetteville",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6738","Criminal Justice",,"Year-Only","Year-Only",
"11617","Cabot High School","05/17/13 00:00:00","University of Central Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6739","Chemistry",,"Year-Only","Year-Only",
"11587","Cabot High School","05/17/13 00:00:00","Louisiana State University",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6740","Electrical Engineering",,"Year-Only","Year-Only",
"11618","Cabot High School","05/17/13 00:00:00","University of Arkansas",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6741","biochemistry",,"Year-Only","Year-Only",
"11633","Columbia high school","05/22/15 00:00:00","Lincoln of technolgy","Dekalb county high school technolgy south","01/01/13 00:00:00",,"01/01/13 00:00:00","6751","cars",,"Year-Only","Year-Only",
"11631","Towers High school","05/21/14 00:00:00","Georgia technical college","The top of the line academy","01/12/12 00:00:00","Bethune middle school","05/21/10 00:00:00","6752","AWD",,,,"ZZZ"
"11634","Lithonia high school ","05/24/13 00:00:00","Savannah state university",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6753",,,"Year-Only","Year-Only",
"11635","Stephenson","05/22/13 00:00:00","Southern Polytechnic State University","Dekalb Technology South ","05/22/13 00:00:00",,"01/01/13 00:00:00","6754","Mechnical Engineering",,,"Year-Only",
"11637","Miller Grove High School","05/22/14 00:00:00","Georgia State Unversity",,"01/01/13 00:00:00",,"01/01/13 00:00:00","6755","Pre-pharmacy",,"Year-Only","Year-Only",
"11629","Southwest Dekalb High School","05/24/13 00:00:00",,,"01/01/13 00:00:00",,"01/01/13 00:00:00","6756","Mechanical Engineering",,"Year-Only","Year-Only",
